source_series_key,authority_key,regime_code,population_scope,sector_scope,publication_model,series_url,resource_resolution_status,verified_date,notes
benevento-applicants,benevento,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/benevento/white-list-elenco-imprese-richiedenti,direct_series_page_resolved,2026-09-06,Separate applicant page; current file at 31 August 2026.
benevento-listed,benevento,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/benevento/white-list-elenco-imprese-iscritte,direct_series_page_resolved,2026-09-06,Separate listed-company page; current file at 31 August 2026.
bergamo-applicants,bergamo,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/bergamo/evidenza/white-list,landing_page_resolved,2026-09-11,Current official landing page reverified 11 September 2026; current ELENCO RICHIEDENTI ISCRIZIONE edition is last updated 27 August 2026. Exact source identity and parser boundary are documented in docs/sources/bergamo-operational-check-2026-09-11.md.
bergamo-listed,bergamo,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/bergamo/evidenza/white-list,landing_page_resolved,2026-09-11,Current official landing page reverified 11 September 2026; current ELENCO ISCRITTE edition is last updated 27 August 2026. Exact source identity and parser boundary are documented in docs/sources/bergamo-operational-check-2026-09-11.md.
biella-applicants,biella,WL-REGIME-L190-2012,applicant,requested_sectors,html_table,https://prefettura.interno.gov.it/it/prefetture/biella/evidenza/white-list,landing_page_resolved,2026-09-10,"Current official landing HTML verified 10 September 2026 embeds the applicant table through 2026. A dedicated applicant page also exists but was observed to expose an older table, so it is not used as the approved current edition. Exact source identity and parser boundary are documented in docs/sources/biella-operational-check-2026-09-10.md."
biella-listed,biella,WL-REGIME-L190-2012,listed,per_sector,html_table,https://prefettura.interno.gov.it/it/prefetture/biella/evidenza/white-list,landing_page_resolved,2026-09-10,Current official landing HTML verified 10 September 2026; the byte-pinned 26 August 2026 edition embeds the ten-section listed-company table. Exact source identity and parser boundary are documented in docs/sources/biella-operational-check-2026-09-10.md.
bologna-post-sisma-applicants,bologna,WL-REGIME-ER-SISMA-2012,applicant,special_regime,separate_register_page,https://prefettura.interno.gov.it/it/prefetture/bologna/white-list-post-sisma-elenco-imprese-iscritte,direct_series_page_resolved,2026-09-07,Post-earthquake register page explicitly exposes the requesting-company file for the special regime.
bologna-post-sisma-listed,bologna,WL-REGIME-ER-SISMA-2012,listed,special_regime,separate_register_page,https://prefettura.interno.gov.it/it/prefetture/bologna/evidenza/white-list,landing_page_resolved,2026-09-06,Distinct post-earthquake register exposed from the same White List home page.
bologna-provincial-applicants,bologna,WL-REGIME-L190-2012,applicant,all,separate_register_page,https://prefettura.interno.gov.it/it/prefetture/bologna/white-list-provinciali-elenco-imprese-iscritte,direct_series_page_resolved,2026-09-07,Ordinary provincial register page explicitly exposes a separate applicant attachment alongside the registered-company files.
bologna-provincial-listed,bologna,WL-REGIME-L190-2012,listed,all,separate_register_page,https://prefettura.interno.gov.it/it/prefetture/bologna/evidenza/white-list,landing_page_resolved,2026-09-06,Landing page explicitly distinguishes ordinary provincial White Lists from post-earthquake White Lists.
bolzano-bozen-applicants,bolzano-bozen,WL-REGIME-L190-2012,applicant,all,linked_series_page,https://prefettura.interno.gov.it/it/prefetture/bolzano/evidenza/white-list,landing_page_resolved,2026-09-12,Current official landing and linked applicant consultation path directly reverified 12 September 2026. The byte-pinned 11 September 2026 DOCX yields 351 pending applicant observations; source identity and conservative raw-date/identifier handling are documented in docs/sources/bolzano-operational-check-2026-09-12.md.
bolzano-bozen-listed,bolzano-bozen,WL-REGIME-L190-2012,listed,all,linked_series_page,https://prefettura.interno.gov.it/it/prefetture/bolzano/evidenza/white-list,landing_page_resolved,2026-09-12,"Current official landing and linked registered/renewal consultation path directly reverified 12 September 2026. The byte-pinned 11 September 2026 DOCX contains 1,706 statutory-section source rows yielding 871 exact semantic observations; source identity, update lexemes and reviewed raw-date exceptions are documented in docs/sources/bolzano-operational-check-2026-09-12.md."
brescia-applicants,brescia,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/brescia/evidenza/white-list,landing_page_resolved,2026-09-12,"Current official landing page directly reverified 12 September 2026 and exposes the applicant XLSX dated 10 September 2026. The byte-pinned edition contains 1,264 reviewed source rows yielding 1,263 pending observations; exact source identity, duplicate handling and raw-date policy are documented in docs/sources/brescia-operational-check-2026-09-12.md."
brescia-listed,brescia,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/brescia/evidenza/white-list,landing_page_resolved,2026-09-12,"Current official landing page directly reverified 12 September 2026 and exposes the registered-company XLSX dated 10 September 2026. The byte-pinned edition contains 3,380 statutory-section rows yielding 2,071 conflict-audited observations; exact source identity, layout fingerprints and conservative parser exceptions are documented in docs/sources/brescia-operational-check-2026-09-12.md."
brindisi-applicants,brindisi,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/brindisi/evidenza/white-list,landing_page_resolved,2026-09-11,Current official landing page reverified 11 September 2026 explicitly labels a separate Elenco imprese richiedenti iscrizione attachment. The byte-pinned three-page attachment yields 26 pending source-backed observations. Exact evidence is documented in docs/sources/brindisi-operational-check-2026-09-11.md.
brindisi-listed,brindisi,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/brindisi/evidenza/white-list,landing_page_resolved,2026-09-11,"Current official landing page reverified 11 September 2026; it exposes a listed-company PDF and separately an applicant PDF, with page update marker 8 September 2026. The listed attachment is byte-pinned at 39 pages; 830 section rows yield 385 source-backed public observations after conservative section-repeat grouping. Exact evidence is documented in docs/sources/brindisi-operational-check-2026-09-11.md."
cagliari-applicants,cagliari,WL-REGIME-L190-2012,applicant,requested_sectors,periodic_pdf,https://prefettura.interno.gov.it/it/prefetture/cagliari/evidenza/white-list,landing_page_resolved,2026-09-11,Current official landing page directly reverified 11 September 2026; it separately and positively exposes the applicant PDF dated 6 September 2026. The byte-pinned two-page attachment yields 51 explicit In istruttoria observations; malformed identifier and blank-address source values remain raw/uninferred. Exact evidence is documented in docs/sources/cagliari-operational-check-2026-09-11.md.
cagliari-listed,cagliari,WL-REGIME-L190-2012,listed,all,periodic_pdf,https://prefettura.interno.gov.it/it/prefetture/cagliari/evidenza/white-list,landing_page_resolved,2026-09-11,"Current official landing page directly reverified 11 September 2026; it positively exposes the listed-company PDF dated 6 September 2026. The byte-pinned 24-page attachment has 1,832 sector rows yielding 750 conflict-audited public observations (713 listed; 37 renewal/update in progress). Its internal heading is mislabeled as richiedenti despite listed registration/expiry table semantics; this anomaly and raw malformed identifier handling are documented in docs/sources/cagliari-operational-check-2026-09-11.md."
caltanissetta-applicants,caltanissetta,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/caltanissetta/evidenza/white-list,landing_page_resolved,2026-09-11,Current official landing page directly verified 11 September 2026; separately exposes the applicant PDF dated 9 September 2026. Exact SHA-256 and 288-row denominator are documented in docs/sources/caltanissetta-operational-check-2026-09-11.md.
caltanissetta-listed,caltanissetta,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/caltanissetta/evidenza/white-list,landing_page_resolved,2026-09-11,"Current official landing page directly verified 11 September 2026; separately exposes the registered-company PDF dated 9 September 2026. Exact SHA-256, 518-row denominator and special-status handling are documented in docs/sources/caltanissetta-operational-check-2026-09-11.md."
campobasso-applicants,campobasso,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/campobasso/evidenza/white-list,landing_page_resolved,2026-09-11,Current official landing page directly verified 11 September 2026; it positively exposes the applicant DOCX explicitly dated 11 August 2026. Exact byte identity and parser boundary are documented in docs/sources/campobasso-operational-check-2026-09-11.md.
campobasso-listed,campobasso,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/campobasso/evidenza/white-list,landing_page_resolved,2026-09-11,"Current official landing page directly verified 11 September 2026; it positively exposes the listed-company XLSX explicitly dated 11 August 2026. Exact byte identity, 882 section-row denominator and conservative grouping boundary are documented in docs/sources/campobasso-operational-check-2026-09-11.md."
caserta-applicants,caserta,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/caserta/elenco-white-list,landing_page_resolved,2026-09-12,"Current official Caserta landing directly verified 12 September 2026; the separate applicant-company PDF is the 31 August 2026 edition. The byte-pinned 68-page document yields 1,208 pending observations; malformed dates remain raw and uninferred as documented in docs/sources/caserta-operational-check-2026-09-12.md."
caserta-listed,caserta,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/caserta/elenco-white-list,landing_page_resolved,2026-09-12,Current official Caserta landing directly verified 12 September 2026; the separate listed-company PDF is the 31 August 2026 edition. The byte-pinned 89-page document yields 950 observations under the fail-closed parser; exact identity and reviewed source anomalies are documented in docs/sources/caserta-operational-check-2026-09-12.md.
catania-applicants,catania,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/catania/comunicazioni/white-list-provinciale,landing_page_resolved,2026-09-12,Current official landing page directly verified 12 September 2026 and exposes a dedicated applicant XLSX explicitly updated 11 September 2026; the byte-pinned workbook yields 324 pending applicant observations and is documented in docs/sources/catania-operational-check-2026-09-12.md.
catania-listed,catania,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/catania/comunicazioni/white-list-provinciale,landing_page_resolved,2026-09-12,"Current official landing page directly verified 12 September 2026 and exposes a dedicated registered-company XLSX explicitly updated 11 September 2026; the byte-pinned workbook yields 1,632 listed-population observations and is documented in docs/sources/catania-operational-check-2026-09-12.md."
catanzaro-applicants,catanzaro,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/catanzaro/provvedimenti-whitelist-elenchi,landing_page_resolved,2026-09-15,"Current official Catanzaro publication surface and 46-page applicant PDF directly revalidated 15 September 2026. The byte-pinned 10 September edition yields exactly 277 positive applicant observations; two blank source dates, one malformed source date and sparse source rows are preserved without inference. Exact boundaries are documented in docs/sources/catanzaro-operational-check-2026-09-15.md."
catanzaro-listed,catanzaro,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/catanzaro/provvedimenti-whitelist-elenchi,landing_page_resolved,2026-09-15,"Current official Catanzaro publication surface and 82-page listed PDF directly revalidated 15 September 2026. The byte-pinned 10 September edition yields 610 grouped listed-side observations from 1,556 section memberships (377 listed; 233 renewal/update in progress). Raw malformed dates and identifiers remain fail-closed and uninferred; exact boundaries are documented in docs/sources/catanzaro-operational-check-2026-09-15.md."
chieti-applicants,chieti,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/chieti/elenco-imprese-richiedenti-liscrizione-nelle-white-list,direct_series_page_resolved,2026-09-18,"Current official applicant page directly revalidated 18 September 2026; its live attachment is explicitly labelled Elenco Richiedenti Iscrizione in White List - Agg. 18 Settembre 2026. Two independent cache-bypassed captures are byte-identical and the fail-closed legacy Word parser yields all 177 source observations, preserving explicit archive, rejection and transferred-competence outcomes rather than treating them as pending. Exact provenance is documented in docs/sources/chieti-operational-check-2026-09-18.md."
chieti-listed,chieti,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/chieti/white-list-albo-iscritti,direct_series_page_resolved,2026-09-18,"Current official registered-company page directly revalidated 18 September 2026; its live attachment is explicitly labelled Elenco Iscritti White List - Agg. 18 Settembre 2026. Two independent cache-bypassed captures are byte-identical and the fail-closed legacy Word parser yields 759 grouped observations from 1,352 activity-sector rows. Exact provenance and reviewed source anomalies are documented in docs/sources/chieti-operational-check-2026-09-18.md."
como-applicants,como,WL-REGIME-L190-2012,applicant,all,html_table,https://prefettura.interno.gov.it/it/prefetture/como/elenco-ditte-fase-iscrizione-white-list,direct_series_page_resolved,2026-09-17,Current dedicated official applicant HTML table directly verified 17 September 2026. It contains 18 positive pending observations although its displayed counter states 12. Complete source boundary and conservative month-only date handling are documented in docs/sources/como-operational-check-2026-09-17.md.
como-listed,como,WL-REGIME-L190-2012,listed,all,html_table,https://prefettura.interno.gov.it/it/prefetture/como/elenco-ditte-iscritte-white-list,direct_series_page_resolved,2026-09-17,Current dedicated official registered-company HTML table directly verified 17 September 2026. It contains 391 observations although its displayed counter states 388. Exact status semantics identifier anomalies and malformed-date handling are documented in docs/sources/como-operational-check-2026-09-17.md.
cosenza-combined,cosenza,WL-REGIME-L190-2012,listed_and_applicant,all,dated_snapshot_page,https://prefettura.interno.gov.it/it/prefetture/cosenza/evidenza/white-list,landing_page_resolved,2026-09-06,Recurring dated pages expose a combined list and retain a long visible snapshot history.
cosenza-listed-by-sector,cosenza,WL-REGIME-L190-2012,listed,per_sector,dated_sector_attachments,https://prefettura.interno.gov.it/it/prefetture/cosenza/evidenza/white-list,landing_page_resolved,2026-09-06,Each dated edition exposes separate files for sections I-X.
cremona-combined,cremona,WL-REGIME-L190-2012,listed_and_applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/cremona/evidenza/white-list-elenco-ditte,landing_page_resolved,2026-09-18,"Current official combined table independently reverified 18 September 2026; positive row-level evidence contains both listed/renewal and applicant-in-istruttoria populations. Exact SHA, 187-row boundary and conservative parser rules are documented in docs/sources/cremona-operational-check-2026-09-18.md."
crotone-applicants,crotone,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/crotone/evidenza/white-list,landing_page_resolved,2026-09-11,Current official White List landing reverified 11 September 2026. The byte-pinned 46-page applicant attachment yields 180 pending observations after deterministic stitching of 25 cross-page continuation fragments. Exact evidence is documented in docs/sources/crotone-operational-check-2026-09-11.md.
crotone-listed,crotone,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/crotone/evidenza/white-list,landing_page_resolved,2026-09-11,Current official White List landing reverified 11 September 2026. The byte-pinned 130-page listed attachment yields 325 conservative public observations from 743 reviewed section rows (72 listed; 253 renewal/update in progress). Exact source-layout and grouping evidence is documented in docs/sources/crotone-operational-check-2026-09-11.md.
cuneo-applicants,cuneo,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/cuneo/elenco-iscritti-white-liste-e-elenco-richiedenti-white-list,landing_page_resolved,2026-09-19,"Current official Cuneo page directly reverified 19 September 2026; it positively exposes the dedicated applicant PDF. The byte-pinned 15 September 2026 edition yields exactly 48 pending observations from 93 activity rows, all with strict 11-digit identifiers. Exact evidence is documented in docs/sources/cuneo-operational-check-2026-09-19.md."
cuneo-listed,cuneo,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/cuneo/elenco-iscritti-white-liste-e-elenco-richiedenti-white-list,landing_page_resolved,2026-09-19,"Current official Cuneo page directly reverified 19 September 2026; it positively exposes the dedicated listed-company PDF. The byte-pinned 15 September 2026 edition yields 468 observations from 1,063 activity rows (402 listed; 66 renewal/update in progress), with reviewed malformed identifiers and one conflicting listing-date observation retained conservatively. Exact evidence is documented in docs/sources/cuneo-operational-check-2026-09-19.md."
fermo-applicants,fermo,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/fermo/white-list-elenco-imprese-richiedenti-e-iscritte,landing_page_resolved,2026-09-19,Current official Fermo page directly reverified 19 September 2026; dedicated applicant XLSX explicitly labelled al 22 maggio 2026 yields exactly 75 pending observations. Exact SHA and conservative anomaly handling are documented in docs/sources/fermo-operational-check-2026-09-19.md.
fermo-listed,fermo,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/fermo/white-list-elenco-imprese-richiedenti-e-iscritte,landing_page_resolved,2026-09-19,Current official Fermo page directly reverified 19 September 2026; dedicated XLSX explicitly labelled al 22 maggio 2026 yields 174 listed-side observations (97 listed; 77 renewal/update). Exact SHA and conservative anomaly handling are documented in docs/sources/fermo-operational-check-2026-09-19.md.
ferrara-provincial-applicants,ferrara,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/ferrara/white-list-elenco-imprese-richiedenti,direct_series_page_resolved,2026-09-20,Current official unified applicant publication verified 20 September 2026; its single current PDF was captured twice independently with byte-identical SHA-256 c7437cdeebd1a64d4a6de8bbe5e8c108a688269409b7c772e8a6c87162e588e7 and positively contains ordinary White List requested activities. Exact evidence is documented in docs/sources/ferrara-operational-check-2026-09-20.md.
ferrara-provincial-listed,ferrara,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/ferrara/white-list-elenco-imprese-iscritte,direct_series_page_resolved,2026-09-20,Current official ordinary listed page verified 20 September 2026; its single current PDF was captured twice independently with byte-identical SHA-256 0d631e678b7f85bb84d265b09b8de6fcffa09cc4a49b84be37c6c1d7b9dcd6d9. Exact evidence is documented in docs/sources/ferrara-operational-check-2026-09-20.md.
ferrara-reconstruction-applicants,ferrara,WL-REGIME-ER-SISMA-2012,applicant,special_regime,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/ferrara/white-list-elenco-imprese-richiedenti,direct_series_page_resolved,2026-09-20,The same current official unified applicant PDF has requested-activity descriptions that positively correspond to reconstruction taxonomy categories B-F as well as ordinary White List activities; the PDF itself is not separately labelled as a reconstruction/h-bis applicant publication. This logical source-series binding accounts for the evidenced special-regime applicant scope without creating a second physical publication or duplicate public observations. Evidence is documented in docs/sources/ferrara-operational-check-2026-09-20.md.
ferrara-reconstruction-listed,ferrara,WL-REGIME-ER-SISMA-2012,listed,special_regime,sector_specific_attachments,https://prefettura.interno.gov.it/it/prefetture/ferrara/white-list-ricostruzione-elenco-imprese-iscritte,direct_series_page_resolved,2026-09-20,"Current official reconstruction listed page verified 20 September 2026 positively exposes seven activity-sector PDFs; every attachment was captured twice independently with byte-identical content. Exact URLs, hashes and parser-boundary evidence are documented in docs/sources/ferrara-operational-check-2026-09-20.md."
firenze-applicants,firenze,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/firenze/white-list-elenco-imprese-iscritte,landing_page_resolved,2026-09-18,Current official page verified 18 September 2026; dedicated applicant PDF dated 9 September 2026 yields exactly 125 pending observations. Exact byte identity and conservative anomaly handling are documented in docs/sources/firenze-operational-check-2026-09-18.md.
firenze-listed,firenze,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/firenze/white-list-elenco-imprese-iscritte,landing_page_resolved,2026-09-18,Current official page verified 18 September 2026; dedicated listed XLSX dated 9 September 2026 contains ten statutory sheets and yields 539 grouped observations from 989 sector rows. Exact byte identity and parser boundary are documented in docs/sources/firenze-operational-check-2026-09-18.md.
foggia-applicants,foggia,WL-REGIME-L190-2012,applicant,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/foggia/evidenza/white-list,landing_page_resolved,2026-09-13,Current official landing page and applicant attachment directly revalidated 13 September 2026. The dated 10 September 2026 byte-pinned 46-page PDF yields exactly 628 pending observations; identifier coverage and applicant semantics are frozen fail-closed.
foggia-listed,foggia,WL-REGIME-L190-2012,listed,all,periodic_attachment,https://prefettura.interno.gov.it/it/prefetture/foggia/evidenza/white-list,landing_page_resolved,2026-09-13,Current official landing page and listed-company attachment directly revalidated 13 September 2026. The dated 8 September 2026 byte-pinned 44-page PDF yields 330 grouped observations from 942 section rows (85 listed; 245 renewal/update in progress); exact source-layout reconciliations and conservative raw-value handling are enforced fail-closed.
